Litterakoodi;Litteraselite;Koodi;Selite;Määrä;Yksikkö;Työ €/h;Työ €/yks.;Työ €;Aine €/yks.;Aine €;Alih €/yks.;Alih €;Vmiehet €/yks.;Vmiehet €;Muu €;Summa
0510;Rakennuslupa- ja tarkastusmaksut;0510;Rakennuslupamaksut;1,00;erä;0,000;0,00;0,00;3 000,00;3 000,00;0,00;0,00;0,00;0,00;0,00;3 000,00
0551;Rakennustyövakuutus;0551;Rakennustyövakuutus;1,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4 000,00;4 000,00
0552;Rakennusaikaisen vakuuden korot;0552;Rakennusaikaisen vakuuden korot;1,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21 250,00;21 250,00
0553;Takuuajan vakuuden korot;0553;Takuuajan vakuuden korot;1,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7 900,00;7 900,00
0601;Vesi- ja viemäriliittymä;06010;Vesi- ja viemäriliittymä;1,00;erä;0,000;0,00;0,00;28 500,00;28 500,00;0,00;0,00;0,00;0,00;0,00;28 500,00
0602;Kaukolämpöliittymä;06020;Kaukolämpöliittymä;1,00;erä;0,000;0,00;0,00;8 900,00;8 900,00;0,00;0,00;0,00;0,00;0,00;8 900,00
0603;Sähköliittymä;06030;Sähköliittymä;1,00;erä;0,000;0,00;0,00;10 800,00;10 800,00;0,00;0,00;0,00;0,00;0,00;10 800,00
0900;Riskivaraus;0900;Riskivaraus projektille;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1100;Purkukustannukset;11001001;Vanhojen rakennusten purkukustannukset KAARNAN OSUUS PESULASTA;1,00;erä;0,000;0,00;0,00;0,00;0,00;27 200,00;27 200,00;0,00;0,00;0,00;27 200,00
1200;Maankaivu;1200101;Tilavuuskaivu, kuljetus ja vastaanottomaksu;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12001010;Tilavuuskaivu leikkaustasoon, hox, luiskaus kaavan kautta;4 001,14;m3;0,000;0,00;0,00;0,00;0,00;4,00;16 004,54;0,00;0,00;0,00;16 004,54
1200;Maankaivu;12001011;Kaivettujen massojen poiskuljetus OULU;6 401,82;erä;0,000;0,00;0,00;0,00;0,00;6,50;41 611,81;0,00;0,00;0,00;41 611,81
1200;Maankaivu;1200140;Yksikköhintaisen maatyön yleiskulut;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12001401;MRU työnjohtokulut;1,00;kk;0,000;0,00;0,00;0,00;0,00;2 400,00;2 400,00;0,00;0,00;0,00;2 400,00
1200;Maankaivu;12001402;Kaluston lavettisiirrot;2,00;kpl;0,000;0,00;0,00;0,00;0,00;250,00;500,00;0,00;0,00;0,00;500,00
1200;Maankaivu;1200501;Anturoiden Alustäyttö / Paalupeti;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12005010;Suodatinkangas KL 2 kerroksen pohjalle;1 211,08;m2;0,000;0,00;0,00;1,15;1 392,74;0,45;544,99;0,00;0,00;0,00;1 937,73
1200;Maankaivu;12005011;Alustäyttö massoineen, tiivistetyt kuutiot;924,83;m3;0,000;0,00;0,00;13,74;12 711,27;4,40;4 069,23;0,00;0,00;0,00;16 780,50
1200;Maankaivu;12005012;Alustäytön tiivistäminen;3 302,95;m2;0,000;0,00;0,00;0,00;0,00;1,21;4 004,83;0,00;0,00;0,00;4 004,83
1200;Maankaivu;1200503;Rakennuksen sisätäyttö;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;1200504;Rakennuksen sisätäyttö;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;1200504(1);Tilavuustäyttö rakennuksen reunoilla;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12005040;Suodatinkangas KL 2 kerroksen pohjalle;72,16;m2;0,000;0,00;0,00;1,15;82,99;0,45;32,47;0,00;0,00;0,00;115,46
1200;Maankaivu;12005041;Tilavuustäyttö massoineen, tiivistetyt kuutiot;137,76;m3;0,000;0,00;0,00;9,52;1 311,51;13,50;1 859,80;0,00;0,00;0,00;3 171,31
1200;Maankaivu;12005042;Tilavuustäytön tiivistäminen;328,01;m2;0,000;0,00;0,00;0,00;0,00;1,21;397,71;0,00;0,00;0,00;397,71
1200;Maankaivu;1200505;Rakennuksen sisätäyttö;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12005050;Suodatinkangas KL 2 kerroksen pohjalle;851,42;m2;0,000;0,00;0,00;1,15;979,13;0,45;383,14;0,00;0,00;0,00;1 362,27
1200;Maankaivu;12005051;Sisätäyttö massoineen, tiivistetyt kuutiot;1 356,51;m3;0,000;0,00;0,00;9,52;12 914,01;5,80;7 867,78;0,00;0,00;0,00;20 781,80
1200;Maankaivu;12005052;Sisätäytön tiivistäminen;2 870,93;m2;0,000;0,00;0,00;0,00;0,00;2,18;6 265,80;0,00;0,00;0,00;6 265,80
1200;Maankaivu;1200510;Perustusten/kellarin  vierustäyttö, Salaojakerros + routimaton sora, h=3m;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12005101;Suodatinkangas KL 2 salaojakerroksen reunaan;122,95;m2;0,000;0,00;0,00;1,15;141,39;0,45;55,33;0,00;0,00;0,00;196,72
1200;Maankaivu;12005102;Sokkelin salaojatäyttö massoineen, tiivistetyt kuutiot;109,08;m3;0,000;0,00;0,00;15,11;1 648,07;6,60;719,93;0,00;0,00;0,00;2 368,00
1200;Maankaivu;12005103;Sokkelin salaojatäytön tiivistäminen;83,83;m2;0,000;0,00;0,00;0,00;0,00;0,82;69,12;0,00;0,00;0,00;69,12
1200;Maankaivu;1200601;Rakennekerrokset, asfaltti ja laatoitusalueet, -100mm valmiista pinnasta ( PR1 osuus );0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12006010;Suodatinkangas KL 2 kerroksen pohjalle;911,25;m2;0,000;0,00;0,00;1,15;1 047,93;0,45;410,06;0,00;0,00;0,00;1 457,99
1200;Maankaivu;12006012;Täyttökerrosten tiivistäminen;2 485,21;m2;0,000;0,00;0,00;0,00;0,00;2,14;5 318,36;0,00;0,00;0,00;5 318,36
1200;Maankaivu;12006013;Liikennealueen Kantava kerros, tiivistetyt kuutiot;447,34;m3;0,000;0,00;0,00;13,17;5 890,11;5,40;2 415,63;0,00;0,00;0,00;8 305,74
1200;Maankaivu;12006014;Liikennealueen Jakava kerros, tiivistetyt kuutiot;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12006015;Liikennealueen Eristävä kerros, tiivistetyt kuutiot;223,67;m3;0,000;0,00;0,00;10,08;2 254,59;5,40;1 207,81;0,00;0,00;0,00;3 462,40
1450;Ponttaus;1450201;PONTTAUS, KAARNATIEN OSUUS PONTTAUKSESTA;1,00;erä;0,000;0,00;0,00;0,00;0,00;37 500,00;37 500,00;0,00;0,00;0,00;37 500,00
1500;Salaojat, putkijohdot, kaivot ja viemäri;1500101;Ulkopuolinen LVVS pumppaamoineen yms. Urakka-alue Kaarna;1,00;erä;0,000;0,00;0,00;45 200,00;45 200,00;0,00;0,00;0,00;0,00;0,00;45 200,00
1500;Salaojat, putkijohdot, kaivot ja viemäri;1500103;Ulkopuolisten kaapelien asennus + kaivuut;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1500;Salaojat, putkijohdot, kaivot ja viemäri;15001030;Kaapelien asennus + kaivuut;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1500;Salaojat, putkijohdot, kaivot ja viemäri;1500110;Rakennusten putkistojen kaivuu ja täyttötyöt;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1500;Salaojat, putkijohdot, kaivot ja viemäri;15001100;Rakennusten putkistojen kaivuu ja täyttötyöt;128,16;jm;0,000;0,00;0,00;0,00;0,00;33,75;4 325,52;0,00;0,00;0,00;4 325,52
1730;Asfaltointi;1730113;Asfaltointi AB 16/120 + profilointi;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1730;Asfaltointi;17301130;Asfalttibetoni AB 16/120, Valitse määrä!;523,38;m2;0,000;0,00;0,00;0,00;0,00;12,50;6 542,24;0,00;0,00;0,00;6 542,24
1730;Asfaltointi;17301910;Asfalttialueiden profilointi 0-50mm, KaM 0-20/32, Valitse määrä!;523,38;m2;0,000;0,00;0,00;0,00;0,00;4,50;2 355,21;0,00;0,00;0,00;2 355,21
1730;Asfaltointi;17301920;Autopaikkojen kestomerkintä massalla;11,00;kpl;0,000;0,00;0,00;0,00;0,00;25,00;275,00;0,00;0,00;0,00;275,00
1740;Vihertyöt;1740103;PIHA-URAKKA-ARVIO, PINNAT;1,00;erä;0,000;0,00;0,00;0,00;0,00;30 000,00;30 000,00;0,00;0,00;0,00;30 000,00
1800;Ulkovarusteet;1800100;LEIKKIVÄLINEET;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001001;Leikkiset, leikkivälineet;1,00;erä;0,000;0,00;0,00;0,00;0,00;1 800,00;1 800,00;0,00;0,00;0,00;1 800,00
1800;Ulkovarusteet;18001002;Hiekkalaatikko;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;1800101;ULKOPUOLISET PENKIT JA PÖYDÄT, TALOVARUSTEET;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001010;Ulkopuoliset penkit ja pöydät;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001011;Ulkopuoliset Polkupyöräpaikat;21,00;kpl;0,000;0,00;0,00;0,00;0,00;45,00;945,00;0,00;0,00;0,00;945,00
1800;Ulkovarusteet;18001012;Lipputanko;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001013;Tomutusteline, kuivatustelineet;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001014;Pihan Roska-astiat;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001015;Ulkopuoliset opasteet;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001016;Ulkopuoliset postilaatikot;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;1800102;JÄTEHUOLTOVARUSTEET;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001020;Molok- DOMINO jäteastiat;1,00;erä;0,000;0,00;0,00;17 253,00;17 253,00;0,00;0,00;0,00;0,00;0,00;17 253,00
1800;Ulkovarusteet;18001021;Molok- CLASSIC jäteastiat, komposiittiverhous;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001022;Molok- jäteastiaston asennus;1,00;erä;0,000;0,00;0,00;0,00;0,00;1 600,00;1 600,00;0,00;0,00;0,00;1 600,00
1800;Ulkovarusteet;18001023;Molok- jäteastiaston asennus;1,00;erä;0,000;0,00;0,00;0,00;0,00;800,00;800,00;0,00;0,00;0,00;800,00
1800;Ulkovarusteet;18001024;Rullattavat jäteastiat;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;1800103;PIHA- VARUSTEET arvio;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2080;Perustusten vedeneristys;2080103;MP-seinien ulkopuoliset pystyeristykset + VER;66,53;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2080;Perustusten vedeneristys;20801030;MP seinän pystyeriste EPS Platina 180mm;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2080;Perustusten vedeneristys;20801031;Kumibitumikermi MP seinään;130,00;m2;0,000;0,00;0,00;0,00;0,00;17,00;2 210,00;0,00;0,00;0,00;2 210,00
2080;Perustusten vedeneristys;20801032;MP seinän pystyeriste EPS 120 PRO ROUTA, kuorielementin takana 100mm;133,06;m2;38,000;6,35;844,38;7,13;948,79;0,00;0,00;0,00;0,00;0,00;1 793,18
2080;Perustusten vedeneristys;20801033;MP seinän pystyeriste EPS 120 PRO ROUTA, maata vasten 50mm;99,79;m2;38,000;6,35;633,29;4,09;408,55;0,00;0,00;0,00;0,00;0,00;1 041,84
2080;Perustusten vedeneristys;20801103;Sokkelin yläpään taitettu bitumikaista + viistetty villa;66,53;jm;38,000;11,40;758,43;7,95;528,90;0,00;0,00;0,00;0,00;0,00;1 287,33
2080;Perustusten vedeneristys;20801973;Anturan yläpinnan bitumisively;297,63;m2;0,000;0,00;0,00;0,00;0,00;7,00;2 083,41;0,00;0,00;0,00;2 083,41
2200;Anturat ja perusmuurit;2200101;PS: Nauha-antura (300 x 800);24,40;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200102;PS: Nauha-antura ( 650 x 1200 );78,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200103;PS: Nauha-antura ( 650 x 1400 );10,90;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200104;PS: Nauha-antura ( 650 x 1700 );22,40;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200105;PS: Nauha-antura ( 650 x 1800 );26,40;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200106;PS: Nauha-antura ( 650 x 2000 );32,80;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22001079;Laastikallistus sokkelin juureen;66,53;jm;38,000;4,75;316,01;8,00;532,23;0,00;0,00;0,00;0,00;0,00;848,24
2200;Anturat ja perusmuurit;2200140;PS: Nauha-antura/ Muuntamon pohjalaatta ( 400 x 2500 );3,80;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200141;PS: Nauha-antura/ Hissin pohjalaatta ( 650 x 2850 );3,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22001970;Nauha-anturan muotitus;260,31;m2;38,000;26,98;7 023,16;0,00;0,00;0,00;0,00;3,20;832,99;0,00;7 856,16
2200;Anturat ja perusmuurit;22001971;Nauha-anturan raudoitus;9 565,74;kg;0,820;0,84;8 000,78;0,78;7 461,28;0,00;0,00;0,00;0,00;0,00;15 462,06
2200;Anturat ja perusmuurit;22001972;Nauha-anturan betonointi;191,08;m3;38,000;14,82;2 831,87;123,90;23 675,37;0,00;0,00;0,00;0,00;0,00;26 507,24
2200;Anturat ja perusmuurit;22001974;Paalutusten tuoma lisäraudoite 9,5kg/paalu;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22001975;Anturoiden pystyeriste 100S 100mm;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22001977;Nauha-anturan muottityö, lautamuottauksena;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22001978;Nauha-anturan muotitus LAUTATAVARALLA;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200201;Pilariantura (Korkeus x Leveys x Leveys);4,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22002070;Pilarin suojavalumuotitus;3,00;kpl;38,000;7,60;22,80;5,00;15,00;0,00;0,00;0,00;0,00;0,00;37,80
2200;Anturat ja perusmuurit;22002070(1);Pilarianturan muotitus;2,80;m2;38,000;26,98;75,54;0,00;0,00;0,00;0,00;2,40;6,72;0,00;82,26
2200;Anturat ja perusmuurit;22002071;Pilarianturan raudoitus;35,00;kg;0,820;0,84;29,27;0,78;27,30;0,00;0,00;0,00;0,00;0,00;56,57
2200;Anturat ja perusmuurit;22002072;Pilarin suojavalubetonointi;3,00;kpl;38,000;7,60;22,80;5,00;15,00;0,00;0,00;0,00;0,00;0,00;37,80
2200;Anturat ja perusmuurit;22002072(1);Pilarianturan betonointi;0,70;m3;38,000;14,82;10,37;123,90;86,73;0,00;0,00;0,00;0,00;0,00;97,10
2200;Anturat ja perusmuurit;22002073;Pilarianturan yläpinnan bitumisively;1,00;m2;38,000;5,70;5,70;6,40;6,40;0,00;0,00;0,00;0,00;0,00;12,10
2200;Anturat ja perusmuurit;22002075;Pilarianturan pystyeriste 100S 100mm;2,80;m2;38,000;6,35;17,77;6,53;18,29;0,00;0,00;0,00;0,00;0,00;36,06
2200;Anturat ja perusmuurit;22002076;Pilarianturan vaakaeriste 100S 100mm;1,00;m2;38,000;6,35;6,35;6,53;6,53;0,00;0,00;0,00;0,00;0,00;12,88
2200;Anturat ja perusmuurit;22002077;Peruspulttiryhmä Pilarianturaan;3,00;kpl;38,000;4,56;13,68;22,00;66,00;0,00;0,00;0,00;0,00;0,00;79,68
2200;Anturat ja perusmuurit;22002077(1);Peruspulttiryhmä Pilarianturaan;1,00;kpl;38,000;4,56;4,56;33,00;33,00;0,00;0,00;0,00;0,00;0,00;37,56
2200;Anturat ja perusmuurit;22002095;Peruspulttiryhmä Pilarianturaan;51,00;kpl;38,000;4,56;232,56;22,00;1 122,00;0,00;0,00;0,00;0,00;0,00;1 354,56
2200;Anturat ja perusmuurit;2200423;PS: Perusmuurikorotus, H=1180, TB300, Pieliseinien alle;6,66;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,12;0,12
2200;Anturat ja perusmuurit;22004270;Perusmuurikorotuksen muotitus;13,32;m2;38,000;19,00;253,09;0,00;0,00;0,00;0,00;6,60;87,91;0,00;341,00
2200;Anturat ja perusmuurit;22004271;Perusmuurikorotuksen raudoitus;176,41;kg;0,820;0,84;147,55;0,78;137,60;0,00;0,00;0,00;0,00;0,00;285,16
2200;Anturat ja perusmuurit;22004272;Perusmuurikorotuksen betonointi;3,73;m3;38,000;14,82;55,27;144,90;540,43;0,00;0,00;0,00;0,00;0,00;595,70
2200;Anturat ja perusmuurit;2200499;PERUSTUKSET ALIURAKKANA, PERUSTUSPALVELU;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22004991;PERUSTUKSET ALIURAKKANA, PERUSTUSPALVELU;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200501;PS: PV-Maanpaineseinät TB200;470,53;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22005071;PV-MP-seinän betonointi;112,75;m3;38,000;14,82;1 670,98;123,90;13 969,94;0,00;0,00;0,00;0,00;0,00;15 640,93
2200;Anturat ja perusmuurit;22005072;PV-MP-seinän raudoitus;9 553,90;kg;0,820;0,84;7 990,88;0,78;7 452,04;0,00;0,00;0,00;0,00;0,00;15 442,92
2200;Anturat ja perusmuurit;22005073;PV-MP-Seinien kasettimuottityö+purku+puhdistus;941,05;m2;38,000;19,00;17 880,04;0,00;0,00;0,00;0,00;8,76;8 239,84;0,00;26 119,88
2200;Anturat ja perusmuurit;22005074;PV-MP-Seinien työsaumaraudoitteet;199,51;m2;38,000;4,94;985,57;14,76;2 945,04;0,00;0,00;0,00;0,00;0,00;3 930,61
2200;Anturat ja perusmuurit;2200601;PS: PV-Pilasterit (Leveys x Leveys), H=korkeus;1,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22006071;PV-pilasterin muotitus;3,26;m2;38,000;24,89;81,24;16,94;55,29;0,00;0,00;0,00;0,00;0,00;136,53
2200;Anturat ja perusmuurit;22006072;PV-pilasterin raudoitus;19,58;kg;0,820;0,84;16,38;0,78;15,28;0,00;0,00;0,00;0,00;0,00;31,66
2200;Anturat ja perusmuurit;22006073;PV-pilasterin betonointi;0,39;m3;38,000;18,24;7,14;123,90;48,53;0,00;0,00;0,00;0,00;0,00;55,67
2250;Sokkelielementit / sokkelikuorielementit;2250101;PS: KE- Sokkelikuorielementit H=700mm, TB120;10,28;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;2250102;PS: KE- Sokkelikuorielementit H=1135mm, TB120;59,67;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501070;KE- Sokkelikuorielementtien asennus;12,00;kpl;38,000;64,60;775,20;27,27;327,25;0,00;0,00;0,00;0,00;0,00;1 102,45
2250;Sokkelielementit / sokkelikuorielementit;22501072;PS: KE- Sokkelikuorielementit H=700-1200mm, TB120;69,96;m2;0,000;0,00;0,00;120,00;8 395,04;0,00;0,00;0,00;0,00;0,00;8 395,04
2250;Sokkelielementit / sokkelikuorielementit;2250131;PS: AS- Sokkelielementit H=1135mm, ( TB90 + 100ER + TB180 );10,52;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501370;AS- Sokkelielementtien asennus;1,00;kpl;38,000;64,60;64,60;39,27;39,27;0,00;0,00;0,00;0,00;0,00;103,87
2250;Sokkelielementit / sokkelikuorielementit;22501372;PS: AS- Sokkelielementit H=1135mm, ( TB90 + 100ER + TB180 );10,52;m2;0,000;0,00;0,00;210,00;2 210,05;0,00;0,00;0,00;0,00;0,00;2 210,05
2250;Sokkelielementit / sokkelikuorielementit;22501373;AS- Elementtien pystysaumasbetonit;1,00;kpl;0,000;0,00;0,00;7,40;7,40;0,00;0,00;0,00;0,00;0,00;7,40
2250;Sokkelielementit / sokkelikuorielementit;2250141;PS: AV/AK- Sokkelielementit H=1135mm,  (TB160+100ER);32,69;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501471;AV/AK- Sokkelielementtien asennus;4,00;kpl;38,000;64,60;258,40;39,27;157,08;0,00;0,00;0,00;0,00;0,00;415,48
2250;Sokkelielementit / sokkelikuorielementit;22501472;PS: AV/AK- Sokkelielementit H=1135mm,  (TB160+100ER);32,69;m2;0,000;0,00;0,00;190,00;6 211,31;0,00;0,00;0,00;0,00;0,00;6 211,31
2250;Sokkelielementit / sokkelikuorielementit;22501473;AV/AK- Elementtien pystysaumasbetonit;4,00;kpl;0,000;0,00;0,00;7,40;29,60;0,00;0,00;0,00;0,00;0,00;29,60
2250;Sokkelielementit / sokkelikuorielementit;2250161;PS: Sokkelielementtien kiinnitys Reunavalulla (Leveys X Korkeus );44,59;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501671;Reunavalukiinnityksen muotitus;17,83;m2;38,000;24,89;443,90;28,94;516,11;0,00;0,00;0,00;0,00;0,00;960,01
2250;Sokkelielementit / sokkelikuorielementit;22501672;Reunavalukiinnityksen raudoitus;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501673;Reunavalukiinnityksen betonointi;2,68;m3;38,000;14,44;38,63;129,80;347,24;0,00;0,00;0,00;0,00;0,00;385,86
2250;Sokkelielementit / sokkelikuorielementit;2250181;PS: Kuorielementtien Putkikannatukset ja sitomiset, Teräs;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501871;Kuorielementtien kiinnitys Weldat ja Lattateräkset;55,00;kpl;0,000;0,00;0,00;26,96;1 482,80;13,50;742,50;0,00;0,00;0,00;2 225,30
