Litterakoodi;Litteraselite;Koodi;Selite;Määrä;Yksikkö;Työ €/h;Työ €/yks.;Työ €;Aine €/yks.;Aine €;Alih €/yks.;Alih €;Vmiehet €/yks.;Vmiehet €;Muu €;Summa
1200;Maankaivu;12006012;Täyttökerrosten tiivistäminen;2 485,21;m2;0,000;0,00;0,00;0,00;0,00;2,14;5 318,36;0,00;0,00;0,00;5 318,36
4330;Metalliovet, -ikkunat ja lasiseinät;43308993;Metallisen välioven tiivistys ja kittaus;62,00;jm;0,000;0,00;0,00;0,00;0,00;8,00;496,00;0,00;0,00;0,00;496,00
2830;Sisäänkäyntitasot ja -katokset;28303702;Teräspalkin IPE Päätylaput työstöineen;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;2500101;VSS-AP1 : Maanvarainen alapohjalaatta 150TBmm + 50+50ER;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12006014;Liikennealueen Jakava kerros, tiivistetyt kuutiot;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;12005042;Tilavuustäytön tiivistäminen;328,01;m2;0,000;0,00;0,00;0,00;0,00;1,21;397,71;0,00;0,00;0,00;397,71
5245;Yleisten tilojen laatoitukset;52452011;Lattialaatoituksen pohjatyöt;40,97;m2;32,000;12,80;524,35;10,00;409,65;3,00;122,90;0,00;0,00;0,00;1 056,90
2250;Sokkelielementit / sokkelikuorielementit;22501370;AS- Sokkelielementtien asennus;1,00;kpl;38,000;64,60;64,60;39,27;39,27;0,00;0,00;0,00;0,00;0,00;103,87
6120;Märkätilojen kalusteet;6120201;PSH- Kalusteet, Valaisinpeili ja allaskaluste;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4520;Kipsialakatot;45202013;Alaslaskun roikotus + vaakakoolaus 25x100  k400;403,15;m2;0,000;0,00;0,00;10,43;4 204,61;0,00;0,00;0,00;0,00;0,00;4 204,61
9400;Talvilisätyöt;94004001;Talvilisätyöt;3 307,50;brm2;38,000;0,34;1 140,00;0,00;0,00;0,47;1 560,00;0,30;992,00;0,00;3 692,00
9110;Työjohdon palkat & kustannusten korvaukset;91101103;Projektinjohto;0,00;kk;0,000;0,00;491;0,00;43 730,70;0,00;45790,36;0,00;8629,26;41475.00;43 571,40
4330;Metalliovet, -ikkunat ja lasiseinät;43303021;Alumiini ulko-ovi, ASENNUS;1,00;kpl;0,000;0,00;0,00;0,00;0,00;194,80;194,80;0,00;0,00;0,00;194,80
4330;Metalliovet, -ikkunat ja lasiseinät;43308992;Metallisen välioven pellitykset;104,00;jm;0,000;0,00;26 886,57;0,00;12039;6,90;48557,03;0,00;5886;10 372,35;25721,56
3020;Rungon teräsosat;30202021;Teräspilarin Päätylaput työstöineen;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001021;Molok- CLASSIC jäteastiat, komposiittiverhous;0,00;erä;0,000;0,00;23605.50;0,00;39168.25;0,00;26300,13;0,00;20818,94;13227;12 601,19
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;31708091;P-pilarielementtien asennus;12,00;kpl;38,000;96,90;1 162,80;22,48;269,70;0,00;0,00;10,00;120,00;0,00;1 552,50
1200;Maankaivu;12005050;Suodatinkangas KL 2 kerroksen pohjalle;851,42;m2;0,000;0,00;0,00;1,15;979,13;0,45;383,14;0,00;0,00;0,00;1 362,27
3110;Väliseinäelementit;3110102;PS: V- Väliseinäelementit TB200, 1539,47 brm2, 1401,88 nm2, 107 kpl;1 539,47;m2;0,000;0,00;28190.52;0,00;39844;0,00;30848.71;0,00;16 633,25;20699.14;29670,48
9750;Työntekijöiden työvaatetus;9750901;Työntekijöiden sosiaalikulut/työvaatetus;1,00;erä;0,000;0,00;19 970,28;14 400,00;3873.81;0,00;32604.61;0,00;2802,40;37370.42;28 157,66
2830;Sisäänkäyntitasot ja -katokset;28303703;Teräspalkin IPE Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3700;Ullakko- ja kattorakenteet;37007018;Tuulenohjaimet;56,00;jm;38,000;5,32;297,92;2,44;136,75;0,00;0,00;0,00;0,00;0,00;434,67
5600;Pintabetonilattiat;56001200;Kaatovalulattioiden pohjatyöt;298,53;m2;0,000;0,00;0,00;0,00;0,00;3,15;940,37;0,00;0,00;0,00;940,37
4300;Puuovet;4300501;Liukuovi M9 x 21, Seinäkiinnitteinen;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501472;PS: AV/AK- Sokkelielementit H=1135mm,  (TB160+100ER);32,69;m2;0,000;0,00;0,00;190,00;6 211,31;0,00;0,00;0,00;0,00;0,00;6 211,31
3120;Ontelo-, Massiivi- ja tulppalaatat;31201903;Painelaatikon raudoitus;8,64;kg;0,000;0,00;0,00;0,83;7,13;0,00;0,00;0,00;0,00;0,00;7,13
4330;Metalliovet, -ikkunat ja lasiseinät;43308991;Teräksinen väliovi, ASENNUS;10,00;kpl;0,000;0,00;0,00;0,00;0,00;150,00;1 500,00;0,00;0,00;0,00;1 500,00
4700;Kaiteet ja parvekelasitukset;47002011;Parvekelasitus Lasikaiteen päälle ML1;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31202272;Ontelolaattojen saumabetonit;77,59;m3;0,000;0,00;0,00;155,40;12 057,46;0,00;0,00;0,00;0,00;0,00;12 057,46
8630;Rakennusaikainen kuivatus/lämmitys;86306003;Työmaa-aikainen/väliaikainen sähkötoiminen 400kw lämmönvaihdin;0,00;kk;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30204284;Delta-Palkkien liitososat arvio;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4520;Kipsialakatot;45202501;Alaslaskun roikotus + vaakakoolaus Teräsranka 66 k400;23,19;m2;0,000;0,00;0,00;11,42;264,94;0,00;0,00;0,00;0,00;0,00;264,94
4700;Kaiteet ja parvekelasitukset;47002020;Parvekkeen Lasikaide H=1050,;165,00;jm;0,000;0,00;0,00;0,00;0,00;250,00;41 250,00;0,00;0,00;0,00;41 250,00
4300;Puuovet;4300306;Löylyhuoneen lasiovi, korkea pystyvedin,  M8x19;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;3020520;PS:PETRA-Palkit;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2600;Maanvaraiset alapohjat;26001070;MV-laatan hierto;417,06;m2;0,000;0,00;0,00;0,00;0,00;7,35;3 065,39;0,00;0,00;0,00;3 065,39
5540;Julkisivumuuraus;55401021;Julkisivumuuraus 135mm RT60, Tehostemuuraukset;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3150;Porraselementit;31505072;Porrasaskelsuojat;5,00;kpl;38,000;7,60;38,00;450,00;2 250,00;0,00;0,00;0,00;0,00;0,00;2 288,00
5640;Tasoitelattiat (pumpputasoite);56402014;Korkojen merkintä pumpattavalle alueelle;1 933,74;m2;0,000;0,00;0,00;0,00;0,00;0,37;710,65;0,00;0,00;0,00;710,65
3550;Ulkoseinät elementteinä, puu;3550201;Puu-ulkoseinäelementit (US01/ US02 /US04 /US05 /US07) asennettuna;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2080;Perustusten vedeneristys;20801033;MP seinän pystyeriste EPS 120 PRO ROUTA, maata vasten 50mm;99,79;m2;38,000;6,35;7075.88;4,09;16 508,01;0,00;19122.87;0,00;44886.82;13639.97;7067
6200;Varusteet;6200150;Verholauta + kisko;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5560;Julkisivun puu- ja levyverhoukset;55603015;Ulkoseinän pystykoolaus levytyksen taakse, 25x100 k600;1 487,00;m2;38,000;8,36;12 431,32;3,27;4 858,77;0,00;0,00;0,00;0,00;0,00;17 290,09
3720;Kattoristikot;37207010;Kattoristikot;47,00;kpl;0,000;0,00;0,00;211,04;9 918,90;0,00;0,00;0,00;0,00;0,00;9 918,90
2250;Sokkelielementit / sokkelikuorielementit;22501372;PS: AS- Sokkelielementit H=1135mm, ( TB90 + 100ER + TB180 );10,52;m2;0,000;0,00;0,00;210,00;2 210,05;0,00;0,00;0,00;0,00;0,00;2 210,05
7900;LVIS-aputyöt;7900900;LVIS-APUTYÖT;3 307,50;brm2;38,000;1,90;6 284,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6 284,25
4300;Puuovet;43009001;Sisäovien haalaus;176,00;kpl;0,000;0,00;0,00;0,00;0,00;15,00;2 640,00;0,00;0,00;0,00;2 640,00
4100;Puu- ja muovi-ikkunat, parvekeovet;4100612;RPO-Paketti18x20 Kaksiosainen;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
0100;Tontin tai osakekannan hankinta/vuokra;01001012;Muut kiinteistöstä aiheutuvat kustannukset;1,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100 000,00;100 000,00
6120;Märkätilojen kalusteet;61202023;INVA WC + PUKUHUONE- Varustus, Valaisinpeili ja allaskaluste, Penkki naulakko;1,00;kpl;36,000;216,00;216,00;1 500,00;1 500,00;0,00;0,00;0,00;0,00;0,00;1 716,00
4700;Kaiteet ja parvekelasitukset;47002050;Parvekkeen Pinnakaide lasikaiteen päälle H=1050;46,00;jm;0,000;0,00;0,00;0,00;0,00;400,00;18 400,00;0,00;0,00;0,00;18 400,00
2830;Sisäänkäyntitasot ja -katokset;28303704;Teräspalkin IPE asennus, omatyö;4,00;kpl;38,000;49,40;197,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;197,60
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;3170710;PS: CL-Kiila-Parvekelaatta TBxxx, syvyys xxxm, Hox poistumisluukut!;178,70;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5260;Puulistoitukset;52605012;Liukuovien smyygien kulmalistat;5,00;kpl;0,000;0,00;0,00;0,00;0,00;44,00;220,00;0,00;0,00;0,00;220,00
2500;VSS-rakenteet;25001016;Radonkaista, Pilarihaitta;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4540;Muuratut väliseinät;4540403;VS 8 : Kalkkihiekkatiilimuuraus 130mm;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4300;Puuovet;43003012;Väliovi VO 7/10x21, laakaovi, karmi 92mm;61,00;kpl;0,000;0,00;0,00;80,00;4 880,00;0,00;0,00;0,00;0,00;0,00;4 880,00
5260;Puulistoitukset;5260601;Parvekeovet listoitus 12x42;217,80;jm;0,000;0,00;0,00;0,00;0,00;4,47;974,33;0,00;0,00;0,00;974,33
2830;Sisäänkäyntitasot ja -katokset;28303071;Porras askelmien betonointi;0,24;m3;38,000;15,96;3,83;147,66;35,44;0,00;0,00;0,00;0,00;0,00;39,27
3020;Rungon teräsosat;30202025;Teräspilareiden juotosbetonit;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2250;Sokkelielementit / sokkelikuorielementit;2250102;PS: KE- Sokkelikuorielementit H=1135mm, TB120;59,67;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;2200201;Pilariantura (Korkeus x Leveys x Leveys);4,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31202010;Massiivilaattojen asennus, sis.tukkolautojen asennuksen;25,00;kpl;38,000;64,60;1 615,00;13,25;331,25;0,00;0,00;0,00;0,00;0,00;1 946,25
9210;Mittaukset ja kokeet;92102101;Työmaa-aikaiset Mittaukset;10,00;kk;0,000;0,00;0,00;0,00;0,00;675,00;6 750,00;0,00;0,00;0,00;6 750,00
2200;Anturat ja perusmuurit;22001972;Nauha-anturan betonointi;191,08;m3;38,000;14,82;2 831,87;123,90;23 675,37;0,00;0,00;0,00;0,00;0,00;26 507,24
1100;Purkukustannukset;11001001;Vanhojen rakennusten purkukustannukset KAARNAN OSUUS PESULASTA;1,00;erä;0,000;0,00;0,00;0,00;0,00;27 200,00;27 200,00;0,00;0,00;0,00;27 200,00
9240;Siivous ja raivaus;92402403;Siivous ja raivaus, Rungon urakkamaksut;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4510;Kipsiväliseinät;45102050;Kevyen seinän runko + levytys (66+13);0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5560;Julkisivun puu- ja levyverhoukset;55603022;Ulkoverhous Cembrit, Permabase ASENNUS;1 487,00;m2;38,000;6,08;9 040,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9 040,96
2830;Sisäänkäyntitasot ja -katokset;28303573;Terassin kannatus sokkeliin, Kestopuu 48x123;12,00;jm;38,000;5,70;68,40;3,15;37,74;0,00;0,00;0,00;0,00;0,00;106,14
4100;Puu- ja muovi-ikkunat, parvekeovet;41006111;RPO-Paketti10x20  ICCUNA;5,00;kpl;0,000;0,00;0,00;600,00;3 000,00;0,00;0,00;0,00;0,00;0,00;3 000,00
3700;Ullakko- ja kattorakenteet;3700720;Huoneistojen välinen palokatko vesikaton osalla n.15m2 /asunto;1,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5660;Parketti ja laminaatti;56601011;Laminaattiasennuksen pohjatyöt;1 921,13;m2;0,000;0,00;24759;0,00;18364;2,00;34 754,99;0,00;43545.66;23017.45;19867.43
4700;Kaiteet ja parvekelasitukset;4700201;Parvekelasitus Lasikaiteen päälle;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4300;Puuovet;43005010;Väliovet, ASENNUS;5,00;kpl;0,000;0,00;0,00;2,00;10,00;45,00;225,00;0,00;0,00;0,00;235,00
5640;Tasoitelattiat (pumpputasoite);5640201;PS: Yleis Plaano 140 NOVA PLUS, matala-alk. Heikkinen vuosisopimus;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7500;Siirtolaitteet, hissit;7500101;Asuinkerrostalon Hissi;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001019;MV-laatan eristys, 1 m reuna-alue 100ER;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5640;Tasoitelattiat (pumpputasoite);56402011;Matala-alk. plaano, 140 NOVA Plus 10mm / 17kg / m2, sis. Primer;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25002013;Perusmuurikorotuksen betonointi;0,62;m3;38,000;14,82;9,21;165,00;102,56;0,00;0,00;0,00;0,00;0,00;111,78
5350;Akustoivat alakatot;53501010;Avattava ja akustoiva katto T-listoilla 600x600, asennettuna;153,16;m2;0,000;0,00;0,00;0,00;0,00;40,00;6 126,34;0,00;0,00;0,00;6 126,34
3500;Ulkoseinät;35001212;Ulkoseinän sisäverhous, 13mm kipsilevy;573,00;m2;0,000;0,00;0,00;2,81;1 608,41;0,00;0,00;0,00;0,00;0,00;1 608,41
6250;Saunojen tarvikkeet;62504011;Saunan Varusteet + Kiuas;16,00;kpl;38,000;13,30;212,80;225,00;3 600,00;0,00;0,00;0,00;0,00;0,00;3 812,80
1800;Ulkovarusteet;18001021;Molok- CLASSIC jäteastiat, komposiittiverhous;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
