Litterakoodi;Litteraselite;Koodi;Selite;Määrä;Yksikkö;Työ €/h;Työ €/yks.;Työ €;Aine €/yks.;Aine €;Alih €/yks.;Alih €;Vmiehet €/yks.;Vmiehet €;Muu €;Summa
2200;Anturat ja perusmuurit;22005071;PV-MP-seinän betonointi;112,75;m3;37,88;14,82;1 670,98;123,90;13 969,94;0,00;0,00;0,00;0,00;0,00;15 640,93
8400;Työkalut ja -välineet;84004002;Vuokrakoneet vuokraamosta;3342,23;brm2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;6,10;20263,47;0,00;20 461,00
4510;Kipsiväliseinät;4510201;Kevyt väliseinä (13+66+13) Tavanomainen;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3500;Ulkoseinät;35001216;Ulkoseinän villoitus 50mm;573,00;m2;0,000;0,00;0,00;2,59;1466,28;0,00;0,00;0,00;0,00;0,00;1490,67
2200;Anturat ja perusmuurit;22004991;PERUSTUKSET ALIURAKKANA, PERUSTUSPALVELU;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4300;Puuovet;43003052;Kostean tilan väliovi VO-K 9 x 21;49,65;kpl;0,000;0,00;0,00;110,00;5 500,00;0,00;0,00;0,00;0,00;0,00;5489,76
2080;Perustusten vedeneristys;20801973;Anturan yläpinnan bitumisively;302,74;m2;0,000;0,00;0,00;0,00;0,00;7,00;2 083,41;0,00;0,00;0,00;2 083,41
0510;Rakennuslupa- ja tarkastusmaksut;0510;Rakennuslupamaksut;1,00;erä;0,00;0,00;0,00;3 000,00;3026,75;0,00;0,00;0,00;0,00;0,00;2986,26
2500;VSS-rakenteet;2500140;VSS-Välipohja 300mm;78,36;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9200;Viimeistelytyöt;92002001;Viimeistelytyöt;3249,01;brm2;1,000;1,10;3 638,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3 638,25
3600;Kattotasot ja parvekkeet;36007702;Seinävierustan vedeneristemassaus ElaProof;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9230;Työmaan vartiointi;92302301;Työmaa-aikainen vartiointi;1,00;kk;0,000;0,00;0,00;0,00;0,00;480,83;497,62;0,00;0,00;0,00;488,00
5730;Puualakatot;5730101;Alaslaskettu katto, Paneeloitu;236,20;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,38;0,37
1200;Maankaivu;1200503;Rakennuksen sisätäyttö;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8700;Työmaan jätemaksut ja kuljetukset;87007005;Työmaan Pakettiautokuljetukset;2,00;kk;0,000;0,00;0,00;0,00;0,00;450,00;900,00;0,00;0,00;0,00;900,00
5560;Julkisivun puu- ja levyverhoukset;5560107;Ikkunan ulkopuoliset puiset smyygiverhoilut;0,00;jm;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001011;Ulkopuoliset Polkupyöräpaikat;21,00;kpl;0,000;0,00;0,00;0,00;0,00;45,18;945,00;0,00;0,00;0,00;945,00
5600;Pintabetonilattiat;56001030;PB-laatan hierto;73,58;m2;0,00;0,00;0,00;0,00;0,00;6,53;474,10;0,00;0,00;0,00;475,44
6700;Väestönsuojan varusteet;67007012;VSS-Valuosat ja Varusteet ~75m2, TEMET;1,00;erä;0,000;0,00;0,00;0,00;0,00;17919,22;18 000,00;0,00;0,00;0,00;18074,50
5560;Julkisivun puu- ja levyverhoukset;5560275;Ulkoverhouspaneeli  Vaaka UYV 23x120, sis.vedetty parveke;39,46;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2080;Perustusten vedeneristys;20801032;MP seinän pystyeriste EPS 120 PRO ROUTA, kuorielementin takana 100mm;133,06;m2;37,95;6,35;828,20;7,18;948,79;0,00;0,00;0,00;0,00;0,00;1 793,18
4510;Kipsiväliseinät;45104070;Kevyt väliseinä (13+95+13) Jakotukki ja Ryhmäkeskus seinä ERISTETTY;153,98;m2;0,00;0,00;0,00;16,96;2 631,45;22,00;3 413,31;0,00;0,00;0,00;6 044,76
3120;Ontelo-, Massiivi- ja tulppalaatat;31202012;Massiivilaatta L- TB 240;218,62;m2;0,00;0,00;0,00;119,27;26 234,40;0,00;0,00;0,00;0,00;0,00;26 234,40
4530;Kipsihormit;45302991;Hormiseinän äänieristemassaus;430,97;jm;38,000;1,14;491,30;1,05;452,52;0,00;0,00;0,00;0,00;0,00;943,82
3020;Rungon teräsosat;30202915;Teräsputkipalkki, Suorakaide, asennus hitsattuna;0,00;kpl;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4700;Kaiteet ja parvekelasitukset;4700204;Asuntopihojen Lasiset terassiovet 8x24;0,00;erä;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5110;Vesikattovarusteet, tikkaat yms.;51101016;Katon syöksytorvet;0,00;kpl;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5640;Tasoitelattiat (pumpputasoite);56402013;Matala-alk. plaano, 140 NOVA Plus 20mm / 34kg / m2, sis. Primer;0,00;m2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001024;Rullattavat jäteastiat;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4700;Kaiteet ja parvekelasitukset;47003020;Asuntopihojen LEGI-aidat;6,90;jm;0,000;0,00;0,00;0,00;0,00;198,01;1 372,69;0,00;0,00;0,00;1 372,69
3120;Ontelo-, Massiivi- ja tulppalaatat;31202214;KLxx - Kuorilaatta TBxxx, KLxx=xxkpl,;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001020;Molok- DOMINO jäteastiat;1,00;erä;0,000;0,00;0,00;17046,64;17297,28;0,00;0,00;0,00;0,00;0,00;17 253,00
4520;Kipsialakatot;4520250;EI30 Alaslaskettu kipsikatto, 1 KRS PRSH,  ALIURAKKANA;0,00;erä;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4100;Puu- ja muovi-ikkunat, parvekeovet;4100301;PS: IK - (MEK)- Kiinteät ikkunat, m²-pohjainen;260,90;m2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303701;Teräspalkki IPExxx, L=xxxx;139,27;kg;0,000;0,00;0,00;0,00;0,00;3,62;509,20;0,00;0,00;0,00;508,84
8320;Ajoneuvonosturit;83203203;Autonosturi esim. Liebherr, Työmaasiirto;1,50;kk;0,00;0,00;0,00;0,00;0,00;300,00;450,00;0,00;0,00;0,00;456,46
1800;Ulkovarusteet;1800101;ULKOPUOLISET PENKIT JA PÖYDÄT, TALOVARUSTEET;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202022;Teräspilarin Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5800;Maalaus- ja tasoitetyöt;58005710;Paneelien käsittely, Saunasuoja;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5600;Pintabetonilattiat;5600103;VSS holvin kelluva pintalaatta TB100 + 200ER;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8180;Telineet ja julkisivunostimet;81801805;Porrastorni 4 - 10m, Kulkutieksi;0,00;erä;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5600;Pintabetonilattiat;5600120;Kaatovalulattiat ontelokenttään 50..80mm;0,00;erä;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1450;Ponttaus;1450201;PONTTAUS, KAARNATIEN OSUUS PONTTAUKSESTA;1,00;erä;0,000;0,00;0,00;0,00;0,00;37221,27;37 500,00;0,00;0,00;0,00;37 500,00
3700;Ullakko- ja kattorakenteet;37007322;SP-ikkunakorokkeen puurunko 48x198 k600;9,00;m2;38,000;19,61;179,55;14,13;127,18;0,00;0,00;0,00;0,00;0,00;306,73
9750;Työntekijöiden työvaatetus;9750901;Työntekijöiden sosiaalikulut/työvaatetus;1,00;erä;0,00;0,00;0,00;14672,09;14378,33;0,00;0,00;0,00;0,00;0,00;14320,67
2830;Sisäänkäyntitasot ja -katokset;28303501;Teräspilarit 150x150x5, H=2750;161,28;kg;0,000;0,00;0,00;6,36;1 026,34;0,00;0,00;0,00;0,00;0,00;1032,56
5260;Puulistoitukset;52605061;Saunan oven listoitus muovilista 12x42 + mäntylista;86,70;jm;0,00;0,00;0,00;0,00;0,00;8,65;749,78;0,00;0,00;0,00;760,43
0340;Sähkösuunnittelu;0340;SÄHKÖ-Suunnittelu;1,00;erä;0,000;0,00;0,00;0,00;0,00;4 000,00;4057,73;0,00;0,00;0,00;4 000,00
3140;Hissikuiluelementit(seinä ja kuppilaat.);31404101;Hissikuiluelementtien asennus;1,01;kpl;36,46;57,04;57,60;12,38;12,20;0,00;0,00;0,00;0,00;0,00;69,80
2200;Anturat ja perusmuurit;2200201;Pilariantura (Korkeus x Leveys x Leveys);3,95;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5560;Julkisivun puu- ja levyverhoukset;55603021;Ulkoverhous Cembrit Patina;1 487,00;m2;0,00;0,00;0,00;22,57;33 555,64;0,00;0,00;0,00;0,00;0,00;33 555,64
2830;Sisäänkäyntitasot ja -katokset;28303275;RV-laatan betonointilisä;2,40;m3;38,27;14,36;34,47;154,63;362,05;0,00;0,00;0,00;0,00;0,00;398,79
3120;Ontelo-, Massiivi- ja tulppalaatat;31202094;Ontelokentän PV-kaistat muotitus;143,55;m2;38,000;5,69;812,23;18,69;2764,09;0,00;0,00;0,00;0,00;0,00;3 537,02
0100;Tontin tai osakekannan hankinta/vuokra;01001011;Tontin hankintakustannukset;1,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;934274,79;940 600,00
4700;Kaiteet ja parvekelasitukset;4700103;Teräspinnakaide H=1200, Sisäpuolinen ja ulkopuoliset;64,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,33;53,33
5530;Julkisivun pellitykset ja metalliverhoukset;55301070;Ikkunan ulkopuoliset smyygipellitykset;780,20;jm;0,00;0,00;0,00;0,00;0,00;12,20;9339,41;0,00;0,00;0,00;9 514,54
2830;Sisäänkäyntitasot ja -katokset;28303574;Terassin kannatus etulaidasta, Kestopuu 48x173;12,00;m2;38,000;5,78;68,27;6,10;72,60;0,00;0,00;0,00;0,00;0,00;139,91
2600;Maanvaraiset alapohjat;26001079;MV-laatan eristys EPS 100 LATTIA 100mm;0,00;m2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
