Litterakoodi;Litteraselite;Koodi;Selite;Määrä;Yksikkö;Työ €/h;Työ €/yks.;Työ €;Aine €/yks.;Aine €;Alih €/yks.;Alih €;Vmiehet €/yks.;Vmiehet €;Muu €;Summa
0320;RAK-suunnittelu;0320;RAK-Suunnittelu pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti pitkäteksti;1,00;m²;0,000;0,00;0,00;0,00;0,00;20 000,00;20 000,00;0,00;0,00;0,00;20 000,00
2200;Anturat ja perusmuurit;2200601;PS: PV-Pilasterit (Leveys x Leveys), H=korkeus 😊;1,00;  kpl  ;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8180;Telineet ja julkisivunostimet;81801806;Ääkköset: åäö ÅÄÖ — Julkisivutelineiden pystytys ja purku;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5690;Mattolattiat pohjatöineen;56901050;Askeläänimuovimatto, Upofloor Estrad;143,38;m²;32,000;3,84;550,57;0,00;0,00;37,15;5 326,43;0,00;0,00;0,00;5 877,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31202092;"Ontelokentän PV-kaistat betonointi
Lisärivi: tarkenne";54,95;m3;38,000;15,20;835,16;155,40;8 538,45;0,00;0,00;0,00;0,00;0,00;9 373,62
3150;Porraselementit;31505012;Porraselementtien juotosbetonointi;0,25;m3;38,000;304,00;76,00;162,80;40,70;0,00;0,00;0,00;0,00;0,00;116,70
6200;Varusteet;62001012;Ääkköset: åäö ÅÄÖ — PSH-Suihkun verhotanko kattoon;43,00;kg;36,000;28,80;1 238,40;50,00;2 150,00;0,00;0,00;0,00;0,00;0,00;3 388,40
5110;Vesikattovarusteet, tikkaat yms.;51101018;Alaslaskun vaakavedot;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22001971;"Nauha-anturan raudoitus
Lisärivi: tarkenne";9 565,74;  kg  ;0,820;0,84;8 000,78;0,78;7 461,28;0,00;0,00;0,00;0,00;0,00;15 462,06
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;3170802;Ääkköset: åäö ÅÄÖ — PS: P-Pilarielementti, 380 x 380, H=2950;6,00;  kpl  ;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00
4520;Kipsialakatot;45202502;"Alaslaskun kipsilevytys, 13mm kipsilevy
Lisärivi: tarkenne";46,38;m²;0,000;0,00;0,00;3,89;180,48;0,00;0,00;0,00;0,00;0,00;180,48
5530;Julkisivun pellitykset ja metalliverhoukset;55301071;Ikkunan vesipellit;190,30;jm;38,000;3,80;723,14;2,74;522,34;21,74;4 136,17;0,00;0,00;0,00;5 381,65
4510;Kipsiväliseinät;45102050;Kevyen seinän runko + levytys (66+13);0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7100;LÄMPÖ, VESI JA VIEMÄRI;7100101;"""LVIA-URAKKA""";43,00;as;0,000;0,00;0,00;0,00;0,00;11 488,37;494 000,00;0,00;0,00;0,00;494 000,00
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;3170801;PS: P-Pilarielementti, 280 x 280, H=2720, Parvekepilarit;5,00;??;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00
2500;VSS-rakenteet;25001405;VSS-VP reunamuottaus,;11,77;m2;38,000;10,37;122,12;14,42;169,79;0,00;0,00;0,00;0,00;0,00;291,91
4510;Kipsiväliseinät;45102030;Kevyen seinän runko + levytys (13+66+13);0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303604;Teräspalkin UPE asennus, omatyö;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;1200505;Rakennuksen sisätäyttö;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4700;Kaiteet ja parvekelasitukset;47002012;"Parvekelasitus Lasikaiteen päälle ML2
Lisärivi: tarkenne";0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5530;Julkisivun pellitykset ja metalliverhoukset;55303012;Ulko-oven ulkopuoliset smyygipellitykset;23,60;kg;0,000;0,00;0,00;0,00;0,00;13,40;316,24;0,00;0,00;0,00;316,24
5180;Bitumikatteet;51807014;Höyrynsulkukermi;555,23;m2;0,000;0,00;0,00;0,00;0,00;9,50;5 274,67;0,00;0,00;0,00;5 274,67
3120;Ontelo-, Massiivi- ja tulppalaatat;31202097;Ontelokentän timanttiporaukset 252 kpl;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4520;Kipsialakatot;45202015;"""Alaslaskun tarkastusluukut ( asennus levykattoon )""";0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22005072;PV-MP-seinän raudoitus 😊;9 553,90;m²;0,820;0,84;7 990,88;0,78;7 452,04;0,00;0,00;0,00;0,00;0,00;15 442,92
5245;Yleisten tilojen laatoitukset;52451013;Laattojen haalauskulut;40,97;??;32,000;1,28;52,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52,44
6200;Varusteet;62002020;"Sisäänkäynnin talovarusteet
Lisärivi: tarkenne";1,00;kpl;0,000;0,00;0,00;730,00;730,00;0,00;0,00;0,00;0,00;0,00;730,00
5800;Maalaus- ja tasoitetyöt;58002830;Ulkoverhouksen maalaus SISÄÄNKÄYNTI;0,00;m²;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4330;Metalliovet, -ikkunat ja lasiseinät;4330303;Alumiini-ulko-ovi 10+2 x 23M , Lasiaukolla;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5530;Julkisivun pellitykset ja metalliverhoukset;55303015;Metalliulko-oven vesipelti, riisipelti 😊;5,00;jm;0,000;0,00;0,00;0,00;0,00;39,90;199,50;0,00;0,00;0,00;199,50
3020;Rungon teräsosat;30205283;"""PETRA special 370-L480-620, 370-st370""";10,00;kpl;0,000;0,00;0,00;170,00;1 700,00;0,00;0,00;0,00;0,00;0,00;1 700,00
