Litterakoodi;Litteraselite;Koodi;Selite;Määrä;Yksikkö;Työ €/h;Työ €/yks.;Työ €;Aine €/yks.;Aine €;Alih €/yks.;Alih €;Vmiehet €/yks.;Vmiehet €;Muu €;Summa
28F0;Sisäänkäyntitasot ja -katokset;28304015;Vesikate VE20...40, kumibitumikermein;16,01;m2;0,000;0,00;0,00;0,00;0,00;29,40;470,64;0,00;0,00;0,00;470,64
6300;Laitteet ja kodinkoneet;6300;Kodinkoneet;43,00;erä;0,000;0,00;0,00;807,70;34 731,00;0,00;0,00;0,00;0,00;0,00;34 731,00
4330;Metalliovet, -ikkunat ja lasiseinät;043303600;Parvekelaatan ja seinänvierustan tiivistyspellitys LL=100-200;136,76;jm;0,000;0,00;0,00;0,00;0,00;9,06;1 239,03;0,00;0,00;0,00;1 239,03
09230;Työmaan vartiointi;923023018718;Työmaa-aikainen vartiointi;1,00;kk;0,000;0,00;0,00;0,00;0,00;488,00;488,00;0,00;0,00;0,00;488,00
4100;Puu- ja muovi-ikkunat, parvekeovet;41006111;RPO-Paketti10x20  ICCUNA;5,00;kpl;0,000;0,00;0,00;600,00;3 000,00;0,00;0,00;0,00;0,00;0,00;3 000,00
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;3170701;PS: M-Parvekkeen pielielementit TB200, 47,78 brm2 42nm2, 11 kpl;47,80;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;2830371;PS: Teräspalkki IPE100, L=3450;1,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;18001011;Ulkopuoliset Polkupyöräpaikat;21,00;kpl;0,000;0,00;0,00;0,00;0,00;45,00;945,00;0,00;0,00;0,00;945,00
7850;Palokatkot;785050114395;Sewatek läpiviennit;0,00;brm2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
81;Työmaarakennukset;81101101;Työmaarakennusten vuokra;12,00;kk;0,000;0,00;0,00;0,00;0,00;0,00;0,00;1 285,00;15 420,00;0,00;15 420,00
4330;Metalliovet, -ikkunat ja lasiseinät;433;TVO-  Teräksinen väliovi [EI30] 10x21;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;317081T2;PS: CP-Pilarielementti, d=280, pyöreä, H=2720, Parvekepilarit;51,00;kpl;0,000;0,00;0,00;265,00;13 515,00;0,00;0,00;0,00;0,00;0,00;13 515,00
2250;Sokkelielementit / sokkelikuorielementit;22501471;AV/AK- Sokkelielementtien asennus;4,00;kpl;38,000;64,60;258,40;39,27;157,08;0,00;0,00;0,00;0,00;0,00;415,48
2250;Sokkelielementit / sokkelikuorielementit;2250101;PS: KE- Sokkelikuorielementit H=700mm, TB120;10,28;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
  5540  ;Julkisivumuuraus;55401024;Aukon ylityspalkit Amutek;20,00;jm;0,000;0,00;0,00;55,22;1 104,40;0,00;0,00;0,00;0,00;0,00;1 104,40
2500;VSS-rakenteet;025001016;Radonkaista, Pilarihaitta;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5530;Julkisivun pellitykset ja metalliverhoukset;55306011;Parvekeoven ulkopuoliset smyygipellitykset;184,80;jm;0,000;0,00;0,00;0,00;0,00;13,42;2 480,20;0,00;0,00;0,00;2 480,20
15006247;Salaojat, putkijohdot, kaivot ja viemäri;01500103;Ulkopuolisten kaapelien asennus + kaivuut;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05240;Märkätilojen laatoitukset;5240;Lattialaatoituksen vesieriste;302,16;m2;0,000;0,00;0,00;0,00;0,00;17,50;5 287,78;0,00;0,00;0,00;5 287,78
  2830  ;Sisäänkäyntitasot ja -katokset;28303601;Teräspalkki UPE160, L=2000;176,80;kg;0,000;0,00;0,00;0,00;0,00;3,60;636,48;0,00;0,00;0,00;636,48
5260;Puulistoitukset;52605011;Väliovien listoitus 12x42, molemmin puolin;311,10;jm;0,000;0,00;0,00;0,00;0,00;10,12;3 148,33;0,00;0,00;0,00;3 148,33
3020;Rungon teräsosat;30204284;Delta-Palkkien liitososat arvio;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6250;Saunojen tarvikkeet;6250401;Asuinhuoneiston SAUNAN varusteet ja tarvikkeet;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;  28303277  ;RV-laatan eristys EPS 100 LATTIA 100mm;14,49;m2;38,000;6,38;92,48;6,53;94,62;0,00;0,00;0,00;0,00;0,00;187,10
3350;Betonipintojen etupaikkaus;3350501;PV-MP-Betonipintojen paikkaus;941,05;m2;38,000;3,80;3 576,01;0,50;470,53;0,00;0,00;0,00;0,00;0,00;4 046,54
3600;Kattotasot ja parvekkeet;360077023740;Seinävierustan vedeneristemassaus ElaProof;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303502;Teräspilarin asennus;4,00;kpl;38,000;10,93;43,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,70
22009313;Anturat ja perusmuurit;22001978;Nauha-anturan muotitus LAUTATAVARALLA;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;028303271;Ulkop.-laatan betonointi;2,32;m3;38,000;14,36;33,29;158,70;367,83;0,00;0,00;0,00;0,00;0,00;401,12
04600;Irtaimistokopit ja erityisväliseinät;4600101;Irtaimistokopit, teräsverkkoseinälliset;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;317L7072;CX-Parvekekattolaatan asennus;5,00;kpl;38,000;60,80;304,00;5,00;25,00;0,00;0,00;0,00;0,00;0,00;329,00
0365;Energiatehokkuus;00365;Energialaskenta, -simulointi ja tiiveysmittaus;1,00;erä;0,000;0,00;0,00;0,00;0,00;1 500,00;1 500,00;0,00;0,00;0,00;1 500,00
  3020  ;Rungon teräsosat;30202022;Teräspilarin Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2600;Maanvaraiset alapohjat;26001078;MV-laatan eristys EPS 100 LATTIA 70mm;834,12;m2;38,000;3,19;2 662,51;4,57;3 813,92;0,00;0,00;0,00;0,00;0,00;6 476,43
4330;Metalliovet, -ikkunat ja lasiseinät;4330823;TVPO- (MO)  Teräksinen pariväliovi [EI30] 14x21;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
0310;ARK-suunnittelu;0310;ARK-Suunnittelu;1,00;erä;0,000;0,00;0,00;0,00;0,00;6 500,00;6 500,00;0,00;0,00;0,00;6 500,00
58004524;Maalaus- ja tasoitetyöt;5800201;Ulkoverhouksen maalaus;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
25;VSS-rakenteet;2500;VSS-väliseinän raudoitus;544,50;kg;0,820;0,85;464,35;0,83;449,22;0,00;0,00;0,00;0,00;0,00;913,57
  2200  ;Anturat ja perusmuurit;22001056722;PS: Nauha-antura ( 650 x 1800 );26,40;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4700;Kaiteet ja parvekelasitukset;4700115;Käsijohde ulkoportaisiin. Maasta kannakoitu;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3130;Kuorielementit (SK,RK);313030W1;SK-Elementtien pystysaumabetonit;64,00;kpl;0,000;0,00;0,00;14,80;947,20;0,00;0,00;0,00;0,00;0,00;947,20
05350;Akustoivat alakatot;5350105;Liimattavat akustolevyt;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6120;Märkätilojen kalusteet;61202010;PSH-Valaisinpeilikaappi;48,00;kpl;36,000;12,60;604,80;225,00;10 800,00;0,00;0,00;0,00;0,00;0,00;11 404,80
41005789;Puu- ja muovi-ikkunat, parvekeovet;  4100601  ;PS: PO - Parvekkeiden ja terassien Lasiulko-ovet 10x23;33,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
  4700  ;Kaiteet ja parvekelasitukset;47002030;Terassilasitus Koko korkeus  ML0;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06200;Varusteet;6200102;Parvekkeiden varusteet;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4700;Kaiteet ja parvekelasitukset;47002041;Asuntopihojen Lasiset terassiovet 8x24 asennettuna;3,00;kpl;0,000;0,00;0,00;0,00;0,00;600,00;1 800,00;0,00;0,00;0,00;1 800,00
2830;Sisäänkäyntitasot ja -katokset;28303273;Ulkop.-laatan suodatinkangas;14,49;m2;38,000;0,22;3,17;0,35;5,00;0,00;0,00;0,00;0,00;0,00;8,16
62;Varusteet;  6200202  ;Talovarusteet;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05710;Saunat;5710101;AL-paperi Koolaus + Saunojen paneloinnit;56,45;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1800;Ulkovarusteet;1800100;LEIKKIVÄLINEET;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5600;Pintabetonilattiat;056001034;Betonilattian hionta, liiman poisto;371,03;m2;0,000;0,00;0,00;0,00;0,00;2,60;964,68;0,00;0,00;0,00;964,68
3500;Ulkoseinät;3500121;Puurunkoiset ulkoseinät ( 50mm villa + Kipsilevy 13KN);843,42;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
  2830  ;Sisäänkäyntitasot ja -katokset;02830355;PS: Asuntojen kestopuuterassit, neliöpohjainen;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03700;Ullakko- ja kattorakenteet;37007322136;SP-ikkunakorokkeen puurunko 48x198 k600;9,00;m2;38,000;19,95;179,55;14,13;127,18;0,00;0,00;0,00;0,00;0,00;306,73
1800;Ulkovarusteet;18001023;Molok- jäteastiaston asennus;1,00;erä;0,000;0,00;0,00;0,00;0,00;800,00;800,00;0,00;0,00;0,00;800,00
2200;Anturat ja perusmuurit;220019724747;Nauha-anturan betonointi;191,08;m3;38,000;14,82;2 831,87;123,90;23 675,37;0,00;0,00;0,00;0,00;0,00;26 507,24
3020;Rungon teräsosat;030202913;Teräsputkipalkki, Suorakaide, Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;  2200201  ;Pilariantura (Korkeus x Leveys x Leveys);4,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
55;Julkisivun puu- ja levyverhoukset;556A302;Julkisivun rappauslevyn asennus;1 487,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1200;Maankaivu;1200101;Tilavuuskaivu, kuljetus ja vastaanottomaksu;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
  0551  ;Rakennustyövakuutus;0551;Rakennustyövakuutus;1,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4 000,00;4 000,00
3120;Ontelo-, Massiivi- ja tulppalaatat;  3120221  ;PS: Ontelolaatta O32 / O37 + O37K / 2O37 + 2O37K Yhteensä 381 kpl;2 596,89;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2200;Anturat ja perusmuurit;22001977;Nauha-anturan muottityö, lautamuottauksena;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5560;Julkisivun puu- ja levyverhoukset;556027511;Ulkoverhouspaneeli  Vaaka UYV 23x120;39,40;m2;38,000;17,10;673,74;13,49;531,33;0,00;0,00;0,00;0,00;0,00;1 205,07
5800;Maalaus- ja tasoitetyöt;580028301409;Ulkoverhouksen maalaus SISÄÄNKÄYNTI;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5600;Pintabetonilattiat;56001035;PB-laatan raudoitus;1 613,98;kg;0,000;0,00;0,00;0,00;0,00;2,00;3 227,97;0,00;0,00;0,00;3 227,97
3130;Kuorielementit (SK,RK);313030109588;SK-seinäelementtien asennus + ulkopuolen tilkkaukset;64,00;kpl;38,000;101,35;6 486,14;37,65;2 409,60;0,00;0,00;7,50;480,00;0,00;9 375,74
4300;Puuovet;43Z03012;Väliovi VO 7/10x21, laakaovi, karmi 92mm;61,00;kpl;0,000;0,00;0,00;80,00;4 880,00;0,00;0,00;0,00;0,00;0,00;4 880,00
04300;Puuovet;43002010;Huoneisto-ovet,  ASENNUS;43,00;kpl;0,000;0,00;0,00;2,00;86,00;83,80;3 603,40;0,00;0,00;0,00;3 689,40
02500;VSS-rakenteet;25001203;VSS-Seinien kasettimuottityö+purku+puhdistus;164,34;m2;38,000;20,90;3 434,74;0,00;0,00;0,00;0,00;26,12;4 292,30;0,00;7 727,04
01200;Maankaivu;012005041;Tilavuustäyttö massoineen, tiivistetyt kuutiot;137,76;m3;0,000;0,00;0,00;9,52;1 311,51;13,50;1 859,80;0,00;0,00;0,00;3 171,31
5600;Pintabetonilattiat;  56001013  ;PB-laatan eristys 100mm ER;516,03;m2;38,000;4,79;2 470,75;5,27;2 720,00;0,00;0,00;0,00;0,00;0,00;5 190,75
28X0;Sisäänkäyntitasot ja -katokset;283E350;Sisäänkäynnin Teräspilarit 150x150x5, H=2750;4,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00
7500;Siirtolaitteet, hissit;75001011;Hissin lisäkustannusoptiot;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4300;Puuovet;430S2012;Huoneisto-ovi 10-11x21M;43,00;kpl;0,000;0,00;0,00;600,00;25 800,00;0,00;0,00;0,00;0,00;0,00;25 800,00
2830;Sisäänkäyntitasot ja -katokset;28303603;Teräspalkin UPE Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31201904;Painelaatikon betonointi;0,43;m3;0,000;0,00;0,00;155,40;67,13;0,00;0,00;0,00;0,00;0,00;67,13
9120;Kopiot, IT-, AV-, tstotarvike, Huoltokirja;91201204;Työmaan kopiosarjat;3 307,50;brm2;0,000;0,00;0,00;0,90;2 977,00;0,00;0,00;0,00;0,00;0,00;2 977,00
5660;Parketti ja laminaatti;5660101;Asuinhuoneiden Laminaattilattiat L01;1 921,13;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,07;2,07
3120;Ontelo-, Massiivi- ja tulppalaatat;  31202094  ;Ontelokentän PV-kaistat muotitus;145,00;m2;38,000;5,70;826,50;18,69;2 710,52;0,00;0,00;0,00;0,00;0,00;3 537,02
4510;Kipsiväliseinät;4510201;Kevyt väliseinä (13+66+13) Tavanomainen;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4330;Metalliovet, -ikkunat ja lasiseinät;43303040;Alumiini-ulko-ovi 10 x 23M,;2,00;kpl;0,000;0,00;0,00;0,00;0,00;1 250,00;2 500,00;0,00;0,00;0,00;2 500,00
1200;Maankaivu;12005010;Suodatinkangas KL 2 kerroksen pohjalle;1 211,08;m2;0,000;0,00;0,00;1,15;1 392,74;0,45;544,99;0,00;0,00;0,00;1 937,73
4Y00;Puuovet;43005010;Väliovet, ASENNUS;5,00;kpl;0,000;0,00;0,00;2,00;10,00;45,00;225,00;0,00;0,00;0,00;235,00
7500;Siirtolaitteet, hissit;7500101;Asuinkerrostalon Hissi;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001402;VSS-VP-laatan betonointi;23,51;m3;38,000;15,96;375,17;165,00;3 878,67;0,00;0,00;0,00;0,00;0,00;4 253,85
2200;Anturat ja perusmuurit;2Y00601;PS: PV-Pilasterit (Leveys x Leveys), H=korkeus;1,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;317080912303;P-pilarielementtien asennus;12,00;kpl;38,000;96,90;1 162,80;22,48;269,70;0,00;0,00;10,00;120,00;0,00;1 552,50
6N00;Varusteet;6200101;PSH- Varusteet, Suihkuseinät jne.;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5560;Julkisivun puu- ja levyverhoukset;55603016;Ulkoseinän pystykoolaus levytyksen taakse, 25x100 k600 ALIURAKKANA;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2F00;VSS-rakenteet;25001505;Kuilulaatan betonointi;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
  3020  ;Rungon teräsosat;30202010;Teräspilari ( Sivu x Sivu x Paksuus), H=Korkeus;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3170;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;31707010;M-Pielielementtien asennus;11,00;kpl;38,000;60,80;668,80;12,48;137,23;0,00;0,00;7,50;82,50;0,00;888,53
2500;VSS-rakenteet;2500;VSS-VP reunamuottaus,;11,77;m2;38,000;10,37;122,12;14,42;169,79;0,00;0,00;0,00;0,00;0,00;291,91
3170558;Luhtikäyt.-,parveke-, parvekkeiden pielielementit;31708032;PS: P-Pilarielementti, 580 x 380, H=6040;1,00;kpl;0,000;0,00;0,00;700,00;700,00;0,00;0,00;0,00;0,00;0,00;700,00
3500;Ulkoseinät;3500921;US-kipsilevytys+ 50mm villa;843,42;m2;0,000;0,00;0,00;0,00;0,00;10,50;8 855,92;0,00;0,00;0,00;8 855,92
02200;Anturat ja perusmuurit;22002077(1);Peruspulttiryhmä Pilarianturaan;1,00;kpl;38,000;4,56;4,56;33,00;33,00;0,00;0,00;0,00;0,00;0,00;37,56
05180;Bitumikatteet;51803172;Tippapelti pural 0,5mm asennettuna LL=178-208mm;17,00;jm;0,000;0,00;0,00;0,00;0,00;13,00;221,00;0,00;0,00;0,00;221,00
41;Puu- ja muovi-ikkunat, parvekeovet;  4100307  ;Lisähinta, puuikkunan sälekaihtimet, MEK;260,90;m2;0,000;0,00;0,00;25,00;6 522,50;0,00;0,00;0,00;0,00;0,00;6 522,50
57N0;Puualakatot;057301018;Paneeloidun katon varjolistoitus;448,50;jm;0,000;0,00;0,00;0,00;0,00;5,50;2 466,75;0,00;0,00;0,00;2 466,75
3600;Kattotasot ja parvekkeet;36003170;Terassimatot parvekkeille;178,70;m2;0,000;0,00;0,00;0,00;0,00;10,00;1 787,00;0,00;0,00;0,00;1 787,00
6120;Märkätilojen kalusteet;6120;INVA WC + PUKUHUONE- Varustus, Valaisinpeili ja allaskaluste, Penkki naulakko;1,00;kpl;36,000;216,00;216,00;1 500,00;1 500,00;0,00;0,00;0,00;0,00;0,00;1 716,00
2500;VSS-rakenteet;25001403;VSS-VP-laatan raudoitus;4 152,92;kg;0,820;0,85;3 541,61;0,86;3 563,21;0,00;0,00;0,00;0,00;0,00;7 104,82
5600;Pintabetonilattiat;56001200;Kaatovalulattioiden pohjatyöt;298,53;m2;0,000;0,00;0,00;0,00;0,00;3,15;940,37;0,00;0,00;0,00;940,37
5570;Elastiset saumaukset;55704100;MSEA- MEK -ikkunoiden elastiset kittaukset HOX: ulkopinta;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
